"Name","Average.User.Rating","User.Rating.Count","Price","Developer","Age.Rating","Languages","Size","Primary.Genre","Genres"
"190","Fare City: Taxi Mania FREE",3.5,532,0,"Finkly Interactive","4+","EN",30134272,"Games","Games, Strategy, Family"
"191","Art Of War 2: Global Confederation",3,746,0,"Gear Games","9+","EN, RU",12349649,"Games","Games, Strategy, Board"
"192","Orbital Free",4,3910,0,"bitforge Ltd","4+","EN, FR, DE, IT, ES",22872064,"Games","Games, Strategy, Puzzle, Entertainment"
"193","Arctopia: A Puzzle Game",4,118,0,"Alexander Williams","4+","EN, FR",11697152,"Games","Games, Entertainment, Puzzle, Strategy"
"194","\"Traveler's Quest\"",4,486,0,"Kitty Code","12+","EN",283385856,"Games","Games, Family, Travel, Strategy"
"195","2012 Tumble",3.5,884,0,"Rich Olson","9+","EN",1250034,"Games","Games, Entertainment, Strategy, Puzzle"
"196","Runway Free",3,80790,0,"Rahul Biswas","4+","EN",36204544,"Games","Games, Strategy, Navigation, Role Playing"
"197","DropZap",3,1419,0.99,"Amir Michail","4+","EN",29578240,"Games","Games, Strategy, Entertainment, Puzzle"
"198","Furballs!",3.5,30,0.99,"Freecloud Design, Inc.","9+","EN",63169536,"Games","Games, Casual, Entertainment, Strategy"
"199","\"Tap 'n' Pop Arcade: Group Remove\"",3,297,1.99,"Software River Solutions, Inc","4+","EN",3898368,"Games","Games, Entertainment, Strategy, Puzzle"
"200","Pinochle Plus",4,893,3.99,"fishdog.net","4+","EN, DE",43512832,"Games","Games, Card, Entertainment, Strategy"
"201","Solo Noble - Peg Solitaire - Free",2.5,240,0,"iKreeda Games","4+","EN",6322647,"Games","Games, Board, Strategy"
"202","Pok\xe9 Dexter - Generation I to VI",3,1471,0.99,"iVenus","4+","EN, FR",331237376,"Reference","Reference, Games, Strategy, Adventure"
"203","Age of Conquest: North America",3.5,123,3.99,"Noble Master LLC","12+","EN",36946944,"Games","Games, Board, Entertainment, Strategy"
"204","Jewel Lines Lite",2.5,6630,0,"Software River Solutions, Inc","4+","EN",8592384,"Games","Games, Puzzle, Entertainment, Strategy"
"205","Termite",3.5,158,0,"Milan Toth","4+","EN",1202176,"Games","Games, Action, Strategy"
"206","\"Tap 'n' Pop Arcade: Group Remove (FREE)\"",2.5,3183,0,"Software River Solutions, Inc","4+","EN",6794240,"Games","Games, Strategy, Entertainment, Puzzle"
"207","T-Bomb",4.06090464224309,3306.53127893136,1.99,"JS Digital Productions, Inc.","9+","EN",12795904,"Games","Games, Puzzle, Entertainment, Strategy"
"208","Trenches",4,26674,0.99,"Catapult Consulting, LLC","17+","EN",37340259,"Games","Games, Strategy, Entertainment, Action"
"209","Solitaire Classic",3.5,17409,0,"Iversoft Solutions","4+","EN, FR, DE, RU",211776512,"Games","Games, Card, Strategy"
"210","Fragmental 3D - Build Lines with Falling Blocks!",4,84,0.99,"Aesthetic Interactive","4+","EN",7619584,"Games","Games, Entertainment, Puzzle, Strategy"
"211","ShotTacToe",5,7,0.99,"Phone Bros","17+","EN",13151232,"Entertainment","Entertainment, Board, Strategy, Games"
"212","European War",3.5,286,0.99,"EASY Inc.","9+","EN",14863724,"Games","Games, Entertainment, Strategy, Board"
"213","Catch-21",3,1620,0,"Game Show Network","4+","EN",11439792,"Games","Games, Strategy, Card"
"214","TapOut by Tapjoy",3.5,37435,0,"TapJoy","4+","EN",11333632,"Games","Games, Entertainment, Puzzle, Strategy"
"215","Red Conquest! (Episodes 1 & 2!)",4,532,0.99,"Cat in a Box Games","12+","EN",19387392,"Games","Games, Simulation, Entertainment, Strategy"
"216","Alien Antigens Lite",2,18,0,"Twisted Noodle llc","4+","EN",6556139,"Games","Games, Strategy, Puzzle, Entertainment"
"217","Shredder Chess Lite",4,836,0,"Eiko Bleicher, Skizzix.com","4+","EN, DE",24859648,"Games","Games, Education, Board, Strategy"
"218","Home Sweet Home LITE",3.5,13618,0,"Big Blue Bubble","4+","EN",25593921,"Games","Games, Lifestyle, Simulation, Strategy"
"219","Six Logic: Use your Brain!",4,64,0.99,"Horacio Jimenez","4+","EN, ES",53878784,"Games","Games, Puzzle, Strategy, Entertainment"
"220","Zen Wars",4,184,0.99,"subzero.eu","9+","EN, FR, DE, JA, ZH",56263680,"Games","Games, Strategy, Entertainment, Casual"
"221","3 Boxes",2.5,310,0,"Jan Mazurczak","4+","EN",26754048,"Games","Games, Entertainment, Strategy, Puzzle"
"222","Age of Conquest: Asia",3.5,92,2.99,"Noble Master LLC","12+","EN",37567488,"Games","Games, Entertainment, Board, Strategy"
"223","Strimko Lite",3.5,324,0,"Puzzlium, Inc.","4+","EN, JA, ES",13945969,"Games","Games, Strategy, Puzzle"
"224","Rogue Planet - FREE",3.5,1736,0,"Agharta Studio","9+","EN, FR, DE, IT, JA, ES",80186242,"Games","Games, Action, Strategy"
"225","Fragmental 3D Lite - Build Lines with Falling Blocks!",2.5,1377,0,"Aesthetic Interactive","4+","EN",7988224,"Games","Games, Puzzle, Entertainment, Strategy"
"226","\"Gerry's Pegs\"",2,6,0.99,"Gerry Beggs","4+","EN, FR",13468672,"Games","Games, Strategy, Board"
"227","Merchant",3.5,96,0,"Oberon Interactive","4+","EN",52686848,"Games","Games, Social Networking, Simulation, Strategy"
"228","European War Lite",3.5,1739,0,"EASY Inc.","9+","EN, JA, ZH, ZH",14912432,"Games","Games, Strategy, Simulation"
"229","Instant Chess",4,1009,0,"InstantChess Ltd","4+","EN, RU",123698176,"Games","Games, Board, Lifestyle, Strategy"
"230","Solve My Sudoku Penultimate",2,602,0,"Bata Construction","4+","EN, FR, DE, IT, JA, ES",215840,"Entertainment","Entertainment, Strategy, Games, Puzzle"
"231","Optia",4,1335,2.99,"Beder Studios","4+","EN",32712704,"Games","Games, Entertainment, Strategy, Puzzle"
"232","Hipercubo",3,86,0,"StudioAvante","4+","EN, PT",13109248,"Games","Games, Strategy, Entertainment, Puzzle"
"233","2012 Zombies vs Aliens Warfare",3.5,37350,0,"Infinidy Corp","12+","EN",14556326,"Games","Games, Strategy, Role Playing, Entertainment"
"234","Crazy Chess Random - BA.net",2,119,0,"Jaime Garcia Ghirelli","4+","EN",46803968,"Games","Games, Board, Education, Strategy"
"235","Bungee Stickmen - Australian Landmarks {LITE +}",3,1229,0,"Poulet Maison Ptd Ltd","12+","ZH, EN, FR, DE, IT, JA, ES",10781853,"Medical","Medical, Adventure, Strategy, Games"
"236","Bungee Stickmen - Australian Landmarks {LITE +}",3,1229,0,"Poulet Maison Ptd Ltd","12+","ZH, EN, FR, DE, IT, JA, ES",10781853,"Medical","Medical, Adventure, Strategy, Games"
"237","Tic Tac Toe Countdown",3.5,14,0,"Mikito Yoshiya","4+","EN",9549824,"Games","Games, Board, Strategy"
"238","Space Harvest",4,342,0,"All-Seeing Interactive","9+","EN",19326976,"Games","Games, Action, Strategy"
"239","Shark Attack Lite",3,254,0,"The Clash Soft","4+","EN",8296134,"Games","Games, Casual, Strategy"
"240","Pinochle",4.5,10311,0,"fishdog.net","4+","DA, NL, EN, FR, DE, NO, SV, TR",50140160,"Games","Games, Strategy, Card, Entertainment"
"241","Space Adventure",2.5,319,0.99,"Aleksejs Voloviks","4+","EN",47455232,"Games","Games, Simulation, Entertainment, Strategy"
"242","M\xfc",4,98,2.99,"House Full of Games","4+","EN, DE, PT, ES",11632640,"Games","Games, Strategy, Entertainment, Card"
"243","Two Hearts",3,49,0,"Abbacore LLC","9+","EN",5049774,"Games","Games, Entertainment, Strategy, Puzzle"
"244","TankTigersES",3.5,307,0,"RustyRaven","9+","EN",16819162,"Games","Games, Action, Strategy"
"245","ADMIRAL : Battle for Uranium",3,41,2.99,"S.MARSAULT","12+","EN",47454208,"Games","Games, Simulation, Entertainment, Strategy"
"246","Vile Haberdashery",3,11,0,"Barking Dog Interactive","12+","EN",19125248,"Games","Games, Role Playing, Strategy, Entertainment"
"247","Laser Chess",1.5,200,0,"Modular Dreams Inc","4+","EN",2651122,"Games","Games, Board, Strategy, Entertainment"
"248","Worms 2: Armageddon",4.5,9908,4.99,"Team17 Software Ltd","12+","EN",529755136,"Games","Games, Entertainment, Action, Strategy"
"249","1 2 25",3,124,0,"Scanraid Ltd","4+","EN",1224994,"Entertainment","Entertainment, Games, Puzzle, Strategy"
"250","\"Akira Watanabe's TsumeShogi, intermediate course\"",4.06090464224309,3306.53127893136,1.99,"Mynavi Publishing Corporation","4+","EN, JA",5771264,"Games","Games, Strategy, Board, Entertainment"
"251","Taxi Gone Crazy",3.5,6381,0,"Social Mobile Designs LLC","4+","EN",6678875,"Games","Games, Entertainment, Action, Strategy"
"252","Sync-Ball",5,37,0.99,"Tozai, Inc.","4+","EN",8821760,"Games","Games, Strategy, Puzzle, Education"
"253","Musket & Artillery: American Revolutionary War Lite",3.5,1456,0,"EASY Inc.","9+","EN, FR, DE, JA, ZH, ES, ZH",27736030,"Games","Games, Board, Entertainment, Strategy"
"254","64andWomen",4.06090464224309,3306.53127893136,1.99,"Avruk, LLC","4+","EN",8813568,"Sports","Sports, Games, Strategy, Sports"
"255","Bubble Shooter Classic",2.5,272,0.99,"Absolutist Ltd","4+","EN",10806272,"Games","Games, Strategy, Entertainment, Puzzle"
"256","Chess+More",3,157,1.99,"Joshua Minor","4+","EN",12133376,"Games","Games, Strategy"
"257","Chicks",3,13433,0,"Triniti Interactive Limited","4+","EN",29326612,"Games","Games, Entertainment, Puzzle, Strategy"
"258","Shogi Lv.100 (Japanese Chess)",4.5,28,2.99,"UNBALANCE Corporation","4+","EN, JA",23948288,"Games","Games, Strategy, Board, Entertainment"
"259","Mills And More Lite",3,17,0,"MeganetSoft","4+","EN, HU",2708572,"Games","Games, Board, Strategy, Entertainment"
"260","TheBench",2.5,11,1.99,"Panacea Technologies","4+","EN",18437120,"Games","Games, Sports, Sports, Strategy"
"261","Chrome-8",4.5,8,0,"LMH S\xe4flund AB","4+","EN, FR, JA, ZH",13504512,"Games","Games, Entertainment, Strategy, Puzzle"
"262","ESPN Tournament Challenge",4,45686,0,"ESPN","4+","EN",92408832,"Sports","Sports, Strategy, Sports, Games"
"263","River Tower Defence - Free tower defense games",2.5,1096,0,"MystoneGame Inc","4+","EN",70583296,"Games","Games, Action, Strategy, Entertainment"
"264","Mahjong!",3,203,1.99,"POK","4+","EN, ZH, ZH",8246272,"Games","Games, Strategy, Card"
"265","Nuclear Defence",4.06090464224309,3306.53127893136,0.99,"Gianluca Natalini","4+","EN",34558976,"Games","Games, Strategy, Casual"
"266","Lonpos Lite",2.5,39,0,"Lonpos USA","4+","EN",18537472,"Games","Games, Education, Puzzle, Strategy"
"267","Sudoku Tablet",2.5,2117,0,"Heiko Hambrock","4+","EN, FR, DE, ES",18915328,"Games","Games, Family, Strategy, Entertainment"
"268","Spider Solitaire Classic",3.5,12215,0,"Iversoft Solutions","4+","EN, FR, DE",50012160,"Games","Games, Strategy, Card, Entertainment"
"269","Warlords: Call To Arms",3.5,6230,1.99,"Greyhound Games","9+","EN",12067083,"Games","Games, Action, Strategy, Entertainment"
"270","Worms HD",3.5,579,1.99,"Team17 Software Ltd","12+","EN",157129465,"Games","Games, Entertainment, Strategy, Action"
"271","Small World 2",4,1550,4.99,"Asmodee Digital","9+","NL, EN, FR, DE, JA, ES",257059840,"Games","Games, Strategy, Board, Entertainment"
"272","Fieldrunners for iPad",4,2303,3.99,"Subatomic Studios, LLC","9+","EN",219693056,"Games","Games, Action, Strategy, Entertainment"
"273","Chinese Checkers Lite",4,1638,0,"WildCard Classics Inc","4+","EN",57462784,"Games","Games, Board, Entertainment, Strategy"
"274","Free Cell Classic",4,6839,0,"Iversoft Solutions","4+","EN, FR, DE, RU",214619136,"Games","Games, Card, Strategy"
"275","\"Ada's Hospital\"",3,2738,0,"Triniti Interactive Limited","4+","EN",10511989,"Games","Games, Strategy, Entertainment, Simulation"
"276","WORP HD - Next Gen Solitaire Puzzle",5,5,1.99,"Maximilian Auer","4+","EN, DE",22065152,"Games","Games, Board, Strategy, Entertainment"
"277","SmartGo Kifu",4.5,227,19.99,"Smart Go, Inc.","4+","EN, FR, DE, JA, KO, RU, ZH, ES, ZH",64207872,"Games","Games, Strategy, Board, Entertainment"
"278","Touch Physics HD",4,184,2.99,"Gamez 4 Touch","4+","EN",17022757,"Games","Games, Strategy, Entertainment, Puzzle"
"279","Tank Ace 1944 HD",2.5,16,1.99,"RESETgame","12+","EN",16104448,"Games","Games, Action, Strategy"
"280","Shredder Chess for iPad",4.5,368,3.99,"Eiko Bleicher, Skizzix.com","4+","EN, DE",34542592,"Games","Games, Strategy, Board, Education"
"281","Airport One",2.5,420,2.99,"Touch Art, s.r.o.","4+","EN",62170112,"Games","Games, Strategy, Casual"
"282","Fish Farm",3.5,24688,0,"bitbros Inc.","4+","EN",39510016,"Games","Games, Strategy, Entertainment, Simulation"
"283","G.Blacksmith Lite",3,107,0,"Crazy Carpenter","4+","EN, ZH, ZH",23666919,"Games","Games, Puzzle, Strategy"
"284","You & Me - Boxes Lite",2.5,15,0,"Key Software Services Private Limited","4+","DA, EN, FI, FR, DE, IT, JA, PT, ZH, ES",3866624,"Games","Games, Strategy, Entertainment, Puzzle"
"285","Succulent Expressions",4.06090464224309,3306.53127893136,1.99,"Succulent Enterprises Inc.","17+","EN",26766336,"Games","Games, Lifestyle, Strategy, Word"
"286","Airport Madness Mobile",3.5,187,4.99,"Fluik","9+","EN",34923520,"Games","Games, Strategy, Entertainment, Simulation"
"287","\"Eric's Spider Solitaire Lite\"",2.5,6147,0,"Eric Snider","4+","EN",54165504,"Games","Games, Entertainment, Card, Strategy"
"288","\"Eric's Spider Solitaire HD\"",4.5,954,0.99,"Eric Snider","4+","EN",44658688,"Games","Games, Card, Strategy, Entertainment"
"289","\"Eric's FreeCell Solitaire Pack HD\"",5,1229,0.99,"Eric Snider","4+","EN",28633088,"Games","Games, Entertainment, Card, Strategy"
"290","\"Eric's Spider Sol HD Lite\"",3,1361,0,"Eric Snider","4+","EN",60317696,"Games","Games, Card, Entertainment, Strategy"
"291","Chess Premium HD",4.5,1003,1.99,"Optime Software LLC","4+","EN",52358144,"Games","Games, Entertainment, Board, Strategy"
"292","Dream Travel Agency",2.5,79,2.99,"AFEEL, Inc.","4+","EN, JA, KO",131782656,"Games","Games, Simulation, Strategy, Entertainment"
"293","Tank Ace 1944 HD Lite",2,697,0,"RESETgame","12+","EN",16104448,"Games","Games, Action, Strategy"
"294","Pitch",4,2987,1.99,"Jeff Harden","4+","EN",78302208,"Games","Games, Card, Entertainment, Strategy"
"295","Four Tribes",3,85,1.99,"\"Sean O'Connor\"","9+","EN",20706304,"Games","Games, Strategy, Action"
"296","Airport Madness Mobile Lite",3.5,2217,0,"Fluik","9+","EN",40773632,"Games","Games, Entertainment, Strategy, Simulation"
"297","Farm Story\u2122",4,129759,0,"Storm8 Studios","4+","EN",105713664,"Games","Games, Simulation, Entertainment, Strategy"
"298","Gipsy King",4.06090464224309,3306.53127893136,0.99,"ycyclop games","4+","EN",2089984,"Games","Games, Board, Strategy"
"299","Slotter",2.5,132,0.99,"Benjamin Zachey","4+","EN",8119296,"Games","Games, Entertainment, Family, Strategy"
"300","Mine Searcher",4.06090464224309,3306.53127893136,0.99,"Thomas Sunde Nielsen","4+","EN",12688384,"Games","Games, Strategy, Board, Entertainment"
"301","\"Eric's Spider Solitaire!\"",4.5,3344,0.99,"Eric Snider","4+","EN",39673856,"Games","Games, Card, Entertainment, Strategy"
"302","Capita",3.5,5,0.99,"DigitalOrigins Ltd","4+","EN",15073280,"Games","Games, Puzzle, Entertainment, Strategy"
"303","PocketM - \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22",3.5,45,0,"Nattachai Ungsriwong","4+","EN",4509696,"Games","Games, Strategy, Board"
"304","Shogi Lv.100 for iPad (Japanese Chess)",4,15,3.99,"UNBALANCE Corporation","4+","EN, JA",23407616,"Games","Games, Strategy, Board, Entertainment"
"305","Chess HD  \u2219",4,16293,0,"Optime Software LLC","4+","EN",71884800,"Games","Games, Board, Strategy, Entertainment"
"306","3D Benchmark",2.5,387,0,"Luis Evaristo Rodriguez Campos","12+","CA, NL, EN, FR, DE, IT, PT, ES, SV",23119872,"Games","Games, Simulation, Utilities, Strategy"
"307","RuneRun",1.5,7,0.99,"Redikod","9+","EN",6987776,"Games","Games, Puzzle, Strategy"
"308","Park Star Lite",3,705,0,"EASY Inc.","4+","EN",7696478,"Games","Games, Simulation, Entertainment, Strategy"
"309","ALERT! Finger Button Fun (FREE)",3,3813,0,"Zealogic, Inc.","4+","NL, EN, FR, DE, IT, JA, ES",2517539,"Entertainment","Entertainment, Games, Strategy, Trivia"
"310","TowerMadness HD",4.5,18279,4.99,"Limbic Software","9+","EN",65495040,"Games","Games, Action, Strategy"
"311","Square-Off - An Educational Game from School Zone",3,136,0,"School Zone Publishing","4+","EN",46461952,"Games","Games, Entertainment, Strategy, Puzzle"
"312","Empire Ascendant Lite",3,156,0,"DeadRatGames","9+","EN",5767777,"Games","Games, Entertainment, Simulation, Strategy"
"313","Frosting Free",3,37299,0,"Rahul Biswas","4+","EN",14755916,"Games","Games, Role Playing, Entertainment, Strategy"
"314","Land Air Sea Warfare",4,978,0.99,"Isotope 244","12+","EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",154198016,"Games","Games, Strategy, Action, Entertainment"
"315","Crank It! - Letters - Brain Teaser",3,39,0.99,"Tsolias Software","4+","EN",2984960,"Games","Games, Puzzle, Strategy, Education"
"316","Crank It! - Numbers - Brain Teaser",2,35,0.99,"Tsolias Software","4+","EN",2849792,"Games","Games, Strategy, Entertainment, Puzzle"
"317","\"Ada's Fashion Show\"",3.5,449,0,"Triniti Interactive Limited","4+","EN",20720901,"Games","Games, Entertainment, Simulation, Strategy"
"318","Tactica - Turn Based Strategy",3.5,113,0.99,"mathHeartCode UG(haftungsbeschraenkt)","9+","EN, DE",44390400,"Games","Games, Board, Strategy"
"319","Backgammon NJ HD",4,5326,7.99,"Jimmy Hu","4+","EN",48809984,"Games","Games, Board, Entertainment, Strategy"
"320","Tate Trumps",2.5,26,0,"Tate Gallery","4+","EN",19681763,"Games","Games, Entertainment, Strategy, Card"
"321","Sudoku Colors HD",3,9,0,"Big Blue Clip, LLC","4+","EN",12778912,"Games","Games, Entertainment, Puzzle, Strategy"
"322","Slice the Ice - Physics Game",4.06090464224309,3306.53127893136,0,"Axel Friedrich","4+","EN",257070080,"Games","Games, Strategy, Puzzle, Entertainment"
"323","Hero Wars : Free",4,1158,0,"Naomicsoft","4+","EN",21807104,"Games","Games, Strategy, Action"
"324","Blood & Honor No Ads",4,3447,4.99,"Sandstorm Interactive S.R.L.","12+","EN, FR, IT, ES",208099328,"Games","Games, Board, Strategy, Entertainment"
"325","Kakinoki Shogi for iPad",3,11,5.99,"Yoshikazu Kakinoki","4+","EN, JA",23780352,"Games","Games, Board, Entertainment, Strategy"
"326","G.Blacksmith.Color Lite",3.5,119,0,"Crazy Carpenter","4+","EN, ZH, ZH",20304207,"Games","Games, Strategy, Puzzle"
"327","Agent-X free",4.06090464224309,3306.53127893136,0,"Qeevee GmbH","4+","NL, EN, FR, DE, EL, IT, JA, PT, RU, ES, SV, TH, TR",25155584,"Games","Games, Strategy, Entertainment, Action"
"328","Magic Alchemist",5,19,1.99,"erdenkriecher.de","4+","EN",129360896,"Games","Games, Puzzle, Entertainment, Strategy"
"329","Fantastic Checkers Go",3.5,769,0,"EnsenaSoft","4+","EN, ES",28652544,"Games","Games, Board, Education, Strategy"
"330","Igowin Pro",4,23,4.99,"Smart Games","4+","EN",25844736,"Games","Games, Board, Strategy"
"331","Galactic Empires: Age of Battle",3,1782,0,"Serhiy Zahniy","4+","EN",165506048,"Games","Games, Role Playing, Strategy, Entertainment"
"332","Trainwreck",4.06090464224309,3306.53127893136,0,"GameWeaver","4+","EN, JA, ZH, ZH",502263808,"Games","Games, Strategy, Puzzle, Entertainment"
"333","Simply Gomoku HD",3.5,552,0,"Simply Game","4+","EN, ZH, ZH",6614449,"Games","Games, Strategy, Entertainment, Board"
"334","Keno Pad",4.5,32,5.99,"Keno Tap LLC","12+","EN",5702656,"Games","Games, Casino, Entertainment, Strategy"
"335","Sensible Soccer Skills",3,183,0,"Reliance Big Entertainment UK Private Ltd","4+","EN",20264890,"Games","Games, Strategy, Sports, Entertainment"
"336","Bubble Explode - Blast Shooter",3.5,51383,0,"Spooky House Studios UG (haftungsbeschraenkt)","4+","AR, ZH, EN, FR, DE, IT, RU, ES, TR",118840320,"Games","Games, Puzzle, Strategy, Entertainment"
"337","Collider\xae",4,1250,0.99,"Freecloud Design, Inc.","4+","EN",30252032,"Games","Games, Entertainment, Strategy, Puzzle"
"338","Nuclear Defence HD",1.5,46,0.99,"Gianluca Natalini","4+","EN",42488832,"Games","Games, Action, Strategy"
"339","PocketM HD -  \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22",3.5,38,0,"Nattachai Ungsriwong","4+","EN",10133504,"Games","Games, Strategy, Board"
"340","Oubliette",3,136,0,"GabySoft","9+","EN",61472768,"Games","Games, Role Playing, Entertainment, Strategy"
"341","000XXX",4.06090464224309,3306.53127893136,2.99,"Andela ICT","4+","EN",11020288,"Games","Games, Strategy, Board, Entertainment"
"342","Zombie Dice",4,2091,0,"Steve Jackson Games","9+","EN",35420160,"Games","Games, Entertainment, Strategy"
"343","My Kingdom for the Princess HD",4.5,676,4.99,"Nevosoft LLC","4+","NL, EN, FR, DE, IT, JA, KO, PT, RU, ES, SV",121187328,"Games","Games, Simulation, Strategy"
"344","Aqueduct",4.5,1312,2.99,"Kieffer Bros.","4+","EN",63946752,"Games","Games, Entertainment, Strategy, Puzzle"
"345","Destroy9 Limit",3.5,380,0,"Naomicsoft","4+","EN",37152386,"Games","Games, Action, Strategy"
"346","Dice Match",4,2205,0,"Gary Cox","4+","NL, EN, FR, JA, PT",34355200,"Games","Games, Strategy, Entertainment, Puzzle"
"347","Lux USA - American Civil War",3,1900,0,"Sillysoft Games","9+","EN",39472128,"Games","Games, Entertainment, Board, Strategy"
"348","Hero Wars : Lite",4,203,0,"Naomicsoft","4+","EN",15966508,"Games","Games, Strategy, Simulation"
"349","\u25bbCHESS",4.5,22149,0,"Mastersoft Ltd","4+","NL, EN, FR, DE, IT, JA, NB, PT, RU, ZH, ES, SV, TR",112579584,"Games","Games, Strategy, Board, Entertainment"
"350","Arimaa Trainer",4,13,0.99,"Martti Juotasniemi","4+","EN",10514432,"Games","Games, Strategy, Board, Entertainment"
"351","Magic Alchemist Classic",4,38,0,"erdenkriecher.de","4+","EN",128826368,"Games","Games, Puzzle, Strategy, Entertainment"
"352","Destroy9 - Alien Free",3.5,217,0,"Naomicsoft","4+","EN",13305796,"Games","Games, Strategy, Role Playing"
